Symbol,Date,Open,High,Low,Close,Adj Close,Volume
UPS,4/13/2020,98.580002,100.25,98.190002,98.419998,95.590096,3355100
UPS,4/14/2020,100.559998,101.830002,99.559998,101.400002,98.484413,4093100
UPS,4/15/2020,99.940002,99.980003,97.940002,99.919998,97.046974,3721200
UPS,4/16/2020,100.18,102.489998,99.599998,102.220001,99.280846,4303400
UPS,4/17/2020,102.160004,103.75,99.830002,102.75,99.795601,5850100
UPS,4/20/2020,101.739998,103,101.050003,101.199997,98.290161,4359500
UPS,4/21/2020,100.360001,102.110001,100.25,100.620003,97.726845,3793800
UPS,4/22/2020,101.5,101.769997,97.379997,97.610001,94.803391,5105200
UPS,4/23/2020,98.360001,100.239998,98.059998,99.449997,96.590485,4061800
UPS,4/24/2020,100.190002,100.449997,98.589996,100.18,97.299492,2794000
UPS,4/27/2020,101,103.489998,99.800003,102.550003,99.601357,4362300
UPS,4/28/2020,99.25,99.32,96.18,96.43,93.657326,10400900
UPS,4/29/2020,96.099998,97.150002,94.110001,96.110001,93.346527,9974000
UPS,4/30/2020,95.599998,95.739998,92.82,94.660004,91.938217,6262500
UPS,5/1/2020,93.230003,93.709999,91.25,91.900002,89.257576,5415600
UPS,5/4/2020,91.610001,91.800003,89.599998,90.440002,87.839546,4784400
UPS,5/5/2020,91.529999,93.849998,91.400002,92.709999,90.044273,5001000
UPS,5/6/2020,93.139999,94.43,92.699997,92.93,90.257957,3630300
UPS,5/7/2020,93.989998,94.269997,92.449997,92.830002,90.160835,3309800
UPS,5/8/2020,93.540001,94.980003,93.309998,94.830002,92.103333,3418900
UPS,5/11/2020,94.209999,94.860001,93.099998,93.910004,91.209785,3118400
UPS,5/12/2020,94.760002,95.160004,92.830002,92.849998,90.18026,3504600
UPS,5/13/2020,92.559998,93.230003,90.379997,90.739998,88.13092,3690800
UPS,5/14/2020,90,91.800003,88.849998,91.690002,89.053612,4031700
UPS,5/15/2020,90.839996,91.889999,90.639999,91.029999,88.412582,3990600
UPS,5/18/2020,93.330002,97.050003,93.059998,96.099998,93.336807,5512500
UPS,5/19/2020,95.93,97.470001,95.410004,96.43,93.657326,3674300
UPS,5/20/2020,97.5,98.459999,96.470001,97.18,94.38575,3291700
UPS,5/21/2020,96.730003,97.989998,96.599998,97.309998,94.512009,5452100
UPS,5/22/2020,96.790001,97.57,95.699997,96.720001,94.924225,2406600
UPS,5/26/2020,98.150002,98.940002,96.779999,97.07,95.267715,5563700
UPS,5/27/2020,97.779999,99.739998,96.919998,99.620003,97.770386,4436400
UPS,5/28/2020,100,101.099998,98.330002,99.720001,97.868523,5460800
UPS,5/29/2020,99.330002,100.410004,98.349998,99.709999,97.858704,5962900
UPS,6/1/2020,99.480003,99.68,98.360001,99.279999,97.436684,2510300
UPS,6/2/2020,99.75,101.18,98.980003,101.169998,99.291595,2860500
UPS,6/3/2020,102.599998,104.220001,102.080002,103.650002,101.725548,3633800
UPS,6/4/2020,103.300003,103.82,102.290001,103.199997,101.283905,2768400
UPS,6/5/2020,104.980003,107.169998,104.669998,106.650002,104.669853,5026800
UPS,6/8/2020,106.669998,110.489998,106.669998,110.449997,108.3993,4561100
UPS,6/9/2020,109.080002,109.199997,106.529999,107.830002,105.82795,4567900
UPS,6/10/2020,107.889999,108.089996,105.620003,106.629997,104.650215,3793300
UPS,6/11/2020,103.470001,103.709999,100.449997,100.470001,98.604591,5306100
UPS,6/12/2020,102.910004,102.970001,99.959999,101.480003,99.59584,3334400
UPS,6/15/2020,99.919998,106.18,99.589996,105.639999,103.678604,6440200
UPS,6/16/2020,107.839996,108.82,103.779999,105.830002,103.865082,4283300
UPS,6/17/2020,106.510002,108.540001,106.169998,106.989998,105.00354,4413500
UPS,6/18/2020,106.540001,108.519997,106.220001,107.580002,105.582581,3204500
UPS,6/19/2020,108.309998,109.040001,106.370003,107.769997,105.769051,9027100
UPS,6/22/2020,107.089996,107.550003,105.480003,106.900002,104.915207,4385700
UPS,6/23/2020,108.209999,110.870003,108.010002,110.610001,108.556328,5565900
UPS,6/24/2020,109.919998,111.519997,108.470001,109.5,107.466934,5471300
UPS,6/25/2020,109.269997,110.650002,108.360001,110.519997,108.467995,2987000
UPS,6/26/2020,110.639999,110.900002,107.160004,107.32,105.327408,5489000
UPS,6/29/2020,108.970001,110.139999,107.839996,109.480003,107.447311,3395200
UPS,6/30/2020,109.510002,112.019997,108.620003,111.18,109.115738,3954900
UPS,7/1/2020,117.860001,119.910004,114.25,114.419998,112.295586,8982100
UPS,7/2/2020,115.610001,115.879997,114.25,114.360001,112.236694,3442900
UPS,7/6/2020,115.669998,115.790001,114.610001,115.360001,113.21814,3445900
UPS,7/7/2020,114.160004,115.449997,113.870003,114.449997,112.325027,2194700
UPS,7/8/2020,114.519997,115.269997,113.980003,114.470001,112.344658,3051600
UPS,7/9/2020,114.5,115.040001,113.709999,114.449997,112.325027,2366200
UPS,7/10/2020,114.699997,115.660004,113.989998,115.07,112.933517,2281800
UPS,7/13/2020,115.620003,115.760002,113.720001,113.760002,111.647842,2301700
UPS,7/14/2020,113.57,115.650002,113.050003,115.330002,113.18869,2538000
UPS,7/15/2020,116.720001,119.709999,116.110001,119.209999,116.996643,4841800
UPS,7/16/2020,118.800003,119.849998,118.169998,119.739998,117.516808,2528200
UPS,7/17/2020,120,120.68,118.459999,118.550003,116.348907,2782400
UPS,7/20/2020,118.419998,118.720001,117.059998,118.349998,116.152618,2365900
UPS,7/21/2020,119,120.300003,118.82,119.040001,116.829811,2055300
UPS,7/22/2020,118.75,119.25,117.900002,118.720001,116.515747,3508200
UPS,7/23/2020,118.709999,119.400002,117.949997,118.139999,115.946518,2349200
UPS,7/24/2020,118.160004,119.480003,117.559998,118.349998,116.152618,2539000
UPS,7/27/2020,118.120003,121.779999,117.540001,121.010002,118.763237,4446000
UPS,7/28/2020,120.220001,120.739998,119.230003,119.620003,117.39904,2497600
UPS,7/29/2020,120.580002,124.300003,120.43,123.68,121.383652,6769600
UPS,7/30/2020,137.660004,145.5,135.149994,141.460007,138.833542,30970900
UPS,7/31/2020,141.820007,144.130005,139.699997,142.759995,140.10939,7430500
UPS,8/3/2020,143.470001,143.5,140.539993,142.179993,139.540161,4317200
UPS,8/4/2020,141.630005,145.940002,141.339996,144.720001,142.03302,4841700
UPS,8/5/2020,145.350006,146,143.279999,145.080002,142.386322,3949600
UPS,8/6/2020,144.970001,145.660004,144.440002,145.470001,142.769104,2420900
UPS,8/7/2020,145.679993,156.899994,145.589996,156.899994,153.986862,10074200
UPS,8/10/2020,157.470001,162.699997,157,159.589996,156.626907,7396400
UPS,8/11/2020,160.660004,161.259995,154.880005,155.850006,152.956375,6071900
UPS,8/12/2020,157.25,160.25,156.399994,157.789993,154.860336,4248300
UPS,8/13/2020,156.770004,159.720001,156.479996,159.289993,156.332489,2848200
UPS,8/14/2020,158.729996,162.429993,158.380005,160.740005,157.755569,3479000
UPS,8/17/2020,161.110001,162.139999,159.75,160.300003,157.32373,2408900
UPS,8/18/2020,160.389999,161.350006,159.050003,159.990005,157.019516,2606600
UPS,8/19/2020,160.550003,161.889999,159.860001,160.339996,157.362991,2691600
UPS,8/20/2020,159.160004,160.259995,157.309998,159.550003,156.587677,2296700
UPS,8/21/2020,158.759995,160.240005,157.520004,159.029999,157.07164,4420700
UPS,8/24/2020,159.720001,161.059998,159.070007,160.350006,158.375381,4084000
UPS,8/25/2020,161.559998,162.399994,158.050003,159.039993,157.081512,2931500
UPS,8/26/2020,159.009995,159.970001,157.860001,158.899994,156.943222,2761700
UPS,8/27/2020,159.740005,160.970001,158.720001,160.210007,158.237106,2913400
UPS,8/28/2020,160.520004,162.610001,159.339996,162.360001,160.360626,2979800
UPS,8/31/2020,161.729996,165.220001,161.259995,163.619995,161.605103,3960900
UPS,9/1/2020,163.130005,164.139999,161.550003,162.649994,160.647049,3098000
UPS,9/2/2020,163.25,166.199997,162.199997,165.779999,163.73851,3778000
UPS,9/3/2020,162.270004,163.449997,156.949997,158.020004,156.074081,4759900
UPS,9/4/2020,160.240005,161.850006,154.630005,160.779999,158.800079,3601300
UPS,9/8/2020,160.029999,160.059998,155.960007,156.449997,154.523392,3176400
UPS,9/9/2020,158.050003,160.960007,158.050003,159.800003,157.832153,2317600
UPS,9/10/2020,160.990005,161.259995,157.080002,157.889999,155.945663,2450900
UPS,9/11/2020,158.490005,160.610001,157.429993,158.869995,156.913589,2466800
UPS,9/14/2020,160.899994,162.160004,159.029999,160.139999,158.167969,3617900
UPS,9/15/2020,160.580002,161.770004,158.369995,161.529999,159.540848,3238500
UPS,9/16/2020,166.800003,167.360001,159.529999,159.869995,157.901291,5736800
UPS,9/17/2020,157.039993,160.270004,156.970001,159.75,157.782776,3002200
UPS,9/18/2020,160.139999,163.75,159.419998,159.660004,157.693878,7274000
UPS,9/21/2020,161.419998,162.949997,157.380005,161.059998,159.07663,3894400
UPS,9/22/2020,160.339996,162.139999,159.570007,161.889999,159.896423,3051900
UPS,9/23/2020,162.5,165.759995,161.339996,161.550003,159.560608,3842400
UPS,9/24/2020,161.119995,162.570007,157.990005,160.410004,158.434631,2975100
UPS,9/25/2020,159.270004,167,159.270004,166.119995,164.07431,4399300
UPS,9/28/2020,169.910004,171.979996,168.490005,168.899994,166.820084,4338400
UPS,9/29/2020,168.809998,170.470001,167.119995,168.5,166.425018,3113700
UPS,9/30/2020,169.289993,169.669998,165.5,166.630005,164.578049,5426700
UPS,10/1/2020,169.039993,170.800003,166.880005,167.649994,165.58548,4934100
UPS,10/2/2020,166.660004,168.5,165.75,166.960007,164.903992,4482700
UPS,10/5/2020,168.160004,169.960007,167.440002,169.160004,167.076889,2739000
UPS,10/6/2020,169.279999,172.050003,168.720001,169.350006,167.264542,3671400
UPS,10/7/2020,170.610001,175.440002,170.309998,174.990005,172.835098,3847000
UPS,10/8/2020,175.550003,175.979996,173.449997,174.210007,172.064713,2797500
UPS,10/9/2020,174.509995,175.380005,172.860001,174.690002,172.538788,2861100
UPS,10/12/2020,174.860001,176.800003,174.210007,176.539993,174.365997,2274000
UPS,10/13/2020,175.5,177.149994,174.889999,175.330002,173.170914,3018000
UPS,10/14/2020,175.720001,175.960007,173.800003,174.380005,172.232605,3161700
UPS,10/15/2020,172.669998,174.059998,172.009995,174.039993,171.896774,3059700
UPS,10/16/2020,175.070007,176.190002,174.259995,174.440002,172.29187,3446000
UPS,10/19/2020,174.759995,176.199997,171.110001,172.100006,169.980682,2884600
UPS,10/20/2020,173.139999,177.350006,172.360001,174.880005,172.726456,2784700
UPS,10/21/2020,176.429993,178.009995,172.649994,172.729996,170.602921,4428700
UPS,10/22/2020,174.360001,174.720001,171.649994,172.990005,170.859726,3897700
UPS,10/23/2020,172.419998,173.75,171.309998,171.899994,169.783127,2763100
UPS,10/26/2020,170.919998,170.919998,166.179993,168,165.931183,4053900
UPS,10/27/2020,170.889999,171.669998,168.610001,170.839996,168.736191,5753900
UPS,10/28/2020,163.160004,163.869995,155.600006,155.779999,153.861649,11120900
UPS,10/29/2020,158.070007,164.020004,157.740005,161.360001,159.37294,5849600
UPS,10/30/2020,160.009995,160.460007,155.25,157.110001,155.175278,5240500
UPS,11/2/2020,158.880005,161.190002,156.970001,159.550003,157.585236,3924000
UPS,11/3/2020,161.25,164.649994,160.350006,163.479996,161.466827,3142200
UPS,11/4/2020,163.729996,165.339996,160.559998,162.580002,160.577911,3530000
UPS,11/5/2020,165.600006,165.850006,162.210007,163.559998,161.545837,3998300
UPS,11/6/2020,164.080002,168.300003,163.070007,167.679993,165.615112,2960000
UPS,11/9/2020,164.100006,167.529999,158.710007,163.220001,161.210037,9453000
UPS,11/10/2020,163.729996,165.259995,161.029999,164.729996,162.701431,3329800
UPS,11/11/2020,166.369995,168.220001,165.179993,166.639999,164.587921,3240200
UPS,11/12/2020,165.339996,165.5,161.669998,163.110001,162.083771,4070000
UPS,11/13/2020,164.199997,165.100006,163.160004,163.669998,162.640244,2628500
UPS,11/16/2020,163.160004,168.479996,161.25,168.440002,167.380234,4406300
UPS,11/17/2020,168.630005,169.399994,165.5,168.880005,167.817474,3627800
UPS,11/18/2020,168.949997,171.570007,168.449997,168.449997,167.390167,3393500
UPS,11/19/2020,168,168,165.699997,166.479996,165.432571,3143600
UPS,11/20/2020,166.330002,166.800003,163.710007,163.759995,162.729675,3988100
UPS,11/23/2020,165.5,166.729996,163.910004,166.600006,165.551819,3770900
UPS,11/24/2020,167.960007,173.110001,167.570007,172.690002,171.6035,5371700
UPS,11/25/2020,172.110001,172.990005,169.380005,170.5,169.427277,3497700
UPS,11/27/2020,170.960007,171.429993,167.889999,168.889999,167.827408,2216600
UPS,11/30/2020,169.570007,171.229996,168.110001,171.070007,169.993698,4708600
UPS,12/1/2020,173.509995,174.199997,167.899994,167.960007,166.903259,5377400
UPS,12/2/2020,167.919998,168.960007,166.5,168.830002,167.767792,3853300
UPS,12/3/2020,169.119995,170.229996,167.419998,167.830002,166.774078,2844200
UPS,12/4/2020,168.070007,168.600006,166.339996,167.25,166.197723,2766200
UPS,12/7/2020,168.130005,168.289993,166.100006,167.470001,166.416336,3117200
UPS,12/8/2020,167.550003,168.240005,165.919998,166.389999,165.34314,3885000
UPS,12/9/2020,167.539993,169.850006,167.009995,169.179993,168.11557,3327300
UPS,12/10/2020,167.050003,167.460007,163.630005,164.240005,163.206665,4708600
UPS,12/11/2020,165.5,169.020004,165.350006,168.399994,167.340485,4777500
UPS,12/14/2020,171.779999,171.779999,166.589996,166.619995,165.571686,3388700
UPS,12/15/2020,167.100006,168.389999,166.139999,167.169998,166.118225,2556900
UPS,12/16/2020,167.399994,171.660004,167.399994,170.130005,169.059616,3421600
UPS,12/17/2020,170.740005,175.320007,170.039993,174.490005,173.392181,4386900
UPS,12/18/2020,173.050003,175.490005,171.139999,175.179993,174.07782,8581300
UPS,12/21/2020,172.440002,174.440002,171.029999,172.589996,171.50412,3180000
UPS,12/22/2020,172.330002,175.25,172.020004,174.559998,173.461731,2489200
UPS,12/23/2020,174.380005,175.940002,172.619995,172.639999,171.553818,2553800
UPS,12/24/2020,173.009995,173.350006,171.470001,172.190002,171.106644,1006100
UPS,12/28/2020,172.600006,173.199997,170.899994,171.360001,170.28186,1861700
UPS,12/29/2020,171.75,172.009995,168.399994,169.029999,167.966522,2864600
UPS,12/30/2020,169.820007,169.820007,166.149994,166.229996,165.184143,3107100
UPS,12/31/2020,166.789993,168.479996,165.440002,168.399994,167.340485,2349400
UPS,1/4/2021,168.399994,168.539993,161.880005,163.800003,162.76944,4304000
UPS,1/5/2021,162.679993,164.009995,161.229996,161.520004,160.503784,3967000
UPS,1/6/2021,160.279999,163.130005,160.009995,161.039993,160.026794,5061400
UPS,1/7/2021,161.619995,161.869995,158.139999,159,157.999634,6024300
UPS,1/8/2021,159.110001,159.899994,157.470001,158.389999,157.393463,4844800
UPS,1/11/2021,158.869995,161.940002,157.740005,161.860001,160.841644,6129300
UPS,1/12/2021,162.369995,164.449997,159.929993,163.910004,162.878738,4612100
UPS,1/13/2021,163.550003,164.449997,161.949997,163.110001,162.083771,2643000
UPS,1/14/2021,163.699997,165.589996,163.220001,163.470001,162.441513,2625000
UPS,1/15/2021,162.729996,162.970001,158.210007,158.899994,157.900253,4816300
UPS,1/19/2021,159.699997,159.800003,156.050003,156.279999,155.296738,4537400
UPS,1/20/2021,156.910004,160.289993,156.029999,159.839996,158.834335,3029800
UPS,1/21/2021,159.339996,161.699997,159.220001,160.100006,159.092712,2004100
UPS,1/22/2021,158.399994,160.449997,157.399994,158.990005,157.9897,3131600
UPS,1/25/2021,159.710007,164.139999,159.110001,161.75,160.73233,3938100
UPS,1/26/2021,162.380005,162.759995,160.490005,161.429993,160.414337,2962400
UPS,1/27/2021,159.5,159.600006,156.990005,157.649994,156.658112,2821500
UPS,1/28/2021,159.070007,159.380005,157.199997,157.270004,156.280518,2565100
UPS,1/29/2021,157.020004,157.699997,154.759995,155,154.024796,5006200
UPS,2/1/2021,156.199997,157.149994,154.910004,156.259995,155.276871,4783000
UPS,2/2/2021,163.199997,164.199997,156.929993,160.289993,159.281509,10758300
UPS,2/3/2021,160.690002,161.470001,156.850006,159.710007,158.70517,4559200
UPS,2/4/2021,159.229996,162.410004,157.820007,162.259995,161.23912,2811100
UPS,2/5/2021,163,164.539993,161.720001,164.380005,163.345795,2558900
UPS,2/8/2021,164.440002,165.470001,162.809998,163.449997,162.421631,2242200
UPS,2/9/2021,163.5,167.600006,162.779999,166.919998,165.869797,3073600
UPS,2/10/2021,167.940002,168.229996,164.539993,165.660004,164.617737,2943700
UPS,2/11/2021,166,166.279999,161.190002,162.369995,161.348419,3186100
UPS,2/12/2021,162.470001,163.830002,162.039993,163.389999,162.362015,2562600
UPS,2/16/2021,163.949997,163.970001,161.080002,161.75,160.73233,2866400
UPS,2/17/2021,161.089996,161.910004,159.899994,161,159.987045,2845400
UPS,2/18/2021,159.800003,162.619995,158.619995,162.119995,161.099991,3595900
UPS,2/19/2021,161.330002,162.279999,160.320007,160.539993,160.539993,3081700
